Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;BA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;BA;Investimento;808;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;BA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;BA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;CE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;CE;Investimento;143;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;CE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;CE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;ES;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;ES;Investimento;170;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;ES;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;ES;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;MG;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;MG;Investimento;8;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;MG;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Sudeste;MG;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;PA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;PA;Investimento;1.712;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;PA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;PA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;RO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;RO;Investimento;5;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;RO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Norte;RO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;SE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;SE;Investimento;3;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;SE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Floresta;Nordeste;SE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;CE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;CE;Investimento;21;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;CE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;CE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;MA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;MA;Investimento;12;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;MA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;MA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sudeste;MG;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sudeste;MG;Investimento;2;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sudeste;MG;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sudeste;MG;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PB;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PB;Investimento;13;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PB;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PB;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PI;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PI;Investimento;2;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PI;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;PI;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;PR;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;PR;Investimento;1;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;PR;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;PR;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;RN;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;RN;Investimento;1;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;RN;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;RN;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Norte;RO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Norte;RO;Investimento;47;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Norte;RO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Norte;RO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;RS;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;RS;Investimento;3;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;RS;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;RS;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;SC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;SC;Investimento;1;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;SC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Sul;SC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;SE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;SE;Investimento;6;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;SE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Jovem;Nordeste;SE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AC;Investimento;1.894;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;AL;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;AL;Investimento;3.004;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;AL;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;AL;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AM;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AM;Investimento;112;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AM;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;AM;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;BA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;BA;Investimento;15.020;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;BA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;BA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;CE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;CE;Investimento;8.030;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;CE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;CE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;DF;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;DF;Investimento;3;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;DF;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;DF;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;ES;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;ES;Investimento;11.580;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;ES;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;ES;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;GO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;GO;Investimento;5.433;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;GO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;GO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;MA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;MA;Investimento;6.335;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;MA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;MA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;MG;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;MG;Investimento;30.792;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;MG;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;MG;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MS;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MS;Investimento;959;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MS;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MS;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MT;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MT;Investimento;10.491;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MT;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Centro-oeste;MT;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;PA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;PA;Investimento;7.136;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;PA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;PA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PB;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PB;Investimento;3.708;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PB;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PB;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PE;Investimento;7.112;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PI;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PI;Investimento;6.116;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PI;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;PI;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;PR;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;PR;Investimento;35.021;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;PR;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;PR;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;RJ;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;RJ;Investimento;1.131;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;RJ;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;RJ;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;RN;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;RN;Investimento;2.370;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;RN;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;RN;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RO;Investimento;11.889;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RR;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RR;Investimento;867;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RR;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;RR;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;RS;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;RS;Investimento;51.535;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;RS;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;RS;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;SC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;SC;Investimento;37.796;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;SC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sul;SC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;SE;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;SE;Investimento;1.306;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;SE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Nordeste;SE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;SP;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;SP;Investimento;5.202;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;SP;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Sudeste;SP;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;TO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;TO;Investimento;1.400;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;TO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mais alimentos;Norte;TO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AC;Investimento;127;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;AL;Custeio;2.837;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;AL;Investimento;36.074;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;AL;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;AL;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AM;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AM;Investimento;154;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AM;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;AM;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;BA;Custeio;2.740;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;BA;Investimento;230.784;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;BA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;BA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;CE;Custeio;6.135;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;CE;Investimento;108.113;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;CE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;CE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;ES;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;ES;Investimento;736;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;ES;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;ES;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;MA;Custeio;14.316;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;MA;Investimento;71.832;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;MA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;MA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;MG;Custeio;160;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;MG;Investimento;103.236;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;MG;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sudeste;MG;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;PA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;PA;Investimento;4.574;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;PA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;PA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PB;Custeio;7.006;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PB;Investimento;81.872;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PB;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PB;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PE;Custeio;10.558;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PE;Investimento;79.418;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PI;Custeio;4.885;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PI;Investimento;99.982;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PI;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;PI;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;PR;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;PR;Investimento;1;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;PR;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;PR;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;RN;Custeio;2.302;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;RN;Investimento;50.706;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;RN;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;RN;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RO;Investimento;127;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RR;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RR;Investimento;196;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RR;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;RR;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;RS;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;RS;Investimento;54;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;RS;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;RS;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;SC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;SC;Investimento;1;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;SC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Sul;SC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;SE;Custeio;6.879;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;SE;Investimento;21.014;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;SE;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Nordeste;SE;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;TO;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;TO;Investimento;28;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;TO;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Microcrédito;Norte;TO;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Norte;AC;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Norte;AC;Investimento;4;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Norte;AC;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Norte;AC;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;AL;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;AL;Investimento;480;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;AL;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;AL;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;BA;Custeio;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;BA;Investimento;1.293;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;BA;Industrialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;BA;Comercialização;0;
Pronaf - programa nacional de fortalecimento da agricultura familiar;Mulher;Nordeste;CE;Custeio;0;
